2019-03-04 19:19:33;705;319;   0.0;   0.0;23.6;00
2019-03-04 19:19:34;711;313;   0.0;   0.0;23.6;00
2019-03-04 19:19:34;719;278;   0.0;   0.0;23.6;00
2019-03-04 19:19:34;726;237;   0.0;   0.0;23.6;00
2019-03-04 19:19:34;734;186;   0.0;   0.0;23.6;00
2019-03-04 19:19:35;740;159;   0.0;   0.0;23.6;03
2019-03-04 19:19:35;752;149;   0.0;   0.0;23.6;03
2019-03-04 19:19:35;759;152;   0.0;   0.0;23.6;03
2019-03-04 19:19:35;766;157;   0.0;   0.0;23.6;03
2019-03-04 19:19:36;773;160;   0.0;   0.0;23.6;03
2019-03-04 19:19:36;782;153;   0.0;   0.0;23.6;03
2019-03-04 19:19:36;789;139;   0.0;   0.0;23.6;03
2019-03-04 19:19:37;799;110;   0.0;   0.0;23.6;03
2019-03-04 19:19:37;808;98;   0.0;   0.0;23.6;03
2019-03-04 19:19:37;815;100;   0.0;   0.0;23.6;03
2019-03-04 19:19:37;823;111;   0.0;   0.0;23.6;03
2019-03-04 19:19:38;828;116;   0.0;   0.0;23.6;03
2019-03-04 19:19:38;840;135;   0.0;   0.0;23.6;03
2019-03-04 19:19:38;847;146;   0.0;   0.0;23.6;03
2019-03-04 19:19:38;854;159;   0.0;   0.0;23.6;03
2019-03-04 19:19:39;861;167;   0.0;   0.0;23.6;03
2019-03-04 19:19:39;871;167;   0.0;   0.0;23.6;03
2019-03-04 19:19:39;878;171;   0.0;   0.0;23.6;03
2019-03-04 19:19:40;885;180;   0.0;   0.0;23.6;03
2019-03-04 19:19:40;893;201;   0.0;   0.0;23.6;03
2019-03-04 19:19:40;901;219;   0.0;   0.0;23.6;03
2019-03-04 19:19:40;908;233;   0.0;   0.0;23.6;03
2019-03-04 19:19:41;915;242;   0.0;   0.0;23.6;03
2019-03-04 19:19:41;923;242;   0.0;   0.0;23.6;03
2019-03-04 19:19:41;931;236;   0.0;   0.0;23.6;03
2019-03-04 19:19:41;942;226;   0.0;   0.0;23.6;03
2019-03-04 19:19:42;952;222;   0.0;   0.0;23.6;03
2019-03-04 19:19:42;959;222;   0.0;   0.0;23.6;03
2019-03-04 19:19:42;966;221;   0.0;   0.0;23.6;03
2019-03-04 19:19:42;972;220;   0.0;   0.0;23.6;03
2019-03-04 19:19:43;978;220;   0.0;   0.0;23.6;03
2019-03-04 19:19:43;985;215;   0.0;   0.0;23.6;03
2019-03-04 19:19:43;994;208;   0.0;   0.0;23.6;03
2019-03-04 19:19:43;1001;204;   0.0;   0.0;23.6;03
2019-03-04 19:19:44;1007;200;   0.0;   0.0;23.6;03
2019-03-04 19:19:44;1016;210;   0.0;   0.0;23.6;03
2019-03-04 19:19:44;1023;236;   0.0;   0.0;23.6;03
2019-03-04 19:19:44;1030;274;   0.0;   0.0;23.6;03
2019-03-04 19:19:45;1036;314;   0.0;   0.0;23.6;03
2019-03-04 19:19:45;1043;361;   0.0;   0.0;23.6;03
2019-03-04 19:19:45;1050;422;   0.0;   0.0;23.6;03
2019-03-04 19:19:45;1057;531;   0.0;   0.0;23.6;03
2019-03-04 19:19:46;1067;780;   0.0;   0.0;23.6;03
2019-03-04 19:19:46;1075;1021;   0.0;   0.0;23.6;03
2019-03-04 19:19:46;1082;1207;   0.0;   0.0;23.6;03
2019-03-04 19:19:46;1089;1336;   0.0;   0.0;23.6;03
2019-03-04 19:19:47;1095;1401;   0.0;   0.0;23.6;03
2019-03-04 19:19:47;1102;1443;   0.0;   0.0;23.6;03
2019-03-04 19:19:47;1111;1464;   0.0;   0.0;23.6;03
2019-03-04 19:19:48;1119;1446;  97.1;  47.1;23.6;03
2019-03-04 19:19:48;1125;1387;  97.1;  47.1;23.6;03
2019-03-04 19:19:48;1132;1271;  97.1;  47.1;23.6;03
2019-03-04 19:19:48;1139;1106;  97.1;  47.1;23.6;03
2019-03-04 19:19:48;1146;893;  97.1;  47.1;23.6;03
2019-03-04 19:19:49;1152;702; 104.0;  47.1;23.6;03
2019-03-04 19:19:49;1159;506; 104.0;  47.1;23.6;03
2019-03-04 19:19:49;1166;352; 104.0;  47.1;23.6;03
2019-03-04 19:19:49;1173;263; 104.0;  47.1;23.6;03
2019-03-04 19:19:50;1179;229; 105.4;  48.1;23.6;03
